substance_name,small_molecule_retrieved,inorganic_retrieved,polymer_retrieved
water,1,0,0
sodium chloride,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
sodium chloride,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
sodium chloride,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
sodium chloride,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
sodium chloride,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
sodium chloride,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
polydimethylsiloxane,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
methanol,1,0,0
calix[8]arene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
melamine,1,0,0
quinquethiophene,1,0,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
dopamine,1,0,0
titanium carbide,1,1,0
water,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
argon,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
argon,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
argon,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
argon,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
argon,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethylene,1,0,0
"poly([n,n-bis(2-octyldodecyl)-naphthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5-(2,2-bithiophene))",0,0,1
oxygen,1,0,0
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
argon,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
xylene,1,0,0
poly(diketopyrrolopyrrole-terthiophene),0,0,1
nitrogen,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
copper phthalocyanine,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
argon,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
argon,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
argon,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
argon,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
argon,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
oxygen,1,0,0
lead methylammonium tri-iodide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
silver,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
copper phthalocyanine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
na+,1,0,0
indium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
"5,11-bis(triethylsilylethynyl)anthradithiophene",1,0,0
nitrogen,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
argon,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
argon,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
argon,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
argon,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
argon,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
bithiophene,1,0,0
nitrogen,1,0,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
ammonium,1,0,0
tungsten trioxide,1,1,0
water,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
calcium chloride,1,1,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"2,8-difluoro-5,11-bis(triethylsilylethynyl)",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
"n,n'-bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(bisdodecylquaterthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
graphene,1,1,0
water,1,0,0
h+,1,0,0
graphene,1,1,0
water,1,0,0
h+,1,0,0
graphene,1,1,0
water,1,0,0
h+,1,0,0
graphene,1,1,0
water,1,0,0
h+,1,0,0
graphene,1,1,0
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
hydrogen peroxide,1,0,0
poly(3-hexylthiophene),0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
argon,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
argon,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
argon,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
argon,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
argon,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
nitrogen,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
nitrogen,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
nitrogen,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
nitrogen,1,0,0
water,1,0,0
sulfide,1,0,0
lignin,1,0,0
sodium hydroxide,1,0,0
poly(ethylene glycol) diglycidyl ether,0,0,1
nitrogen,1,0,0
h+,1,0,0
azobenzene,1,0,0
water,1,0,0
h+,1,0,0
azobenzene,1,0,0
water,1,0,0
h+,1,0,0
azobenzene,1,0,0
water,1,0,0
h+,1,0,0
azobenzene,1,0,0
water,1,0,0
h+,1,0,0
azobenzene,1,0,0
water,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen sulfide,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
diketopyrrolopyrrole-terthiophene conjugated polymer,0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
"poly[(4,6-thieno[3,4-b]thiophen-2-yl)-2-ethylhexan-1-one]",0,0,1
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
